"Match ID","Series","League","Start Date/Time","Match Length","Duration (secs)","Kills Score","","Winner","Radiant Team","Radiant Players","Dire Team","Dire Players"
"4590973727","312935","10810","30 Mar 2019 11:12","42:47","2567","39-25","39,25","Radiant","KEEN GAMING","old eLeVeN, old chicken, kaka, --, dark","Royal Never Give Up","old LaNm, ah fu , Setsu, Monet, Srf"
"4590973188","312949","10810","30 Mar 2019 11:11","26:59","1619","29-18","29,18","Radiant","Fnatic","iceiceice, Jabz, MP, DJ, Abed","Neon Esports","Marc, MetaCL.SKADI, rApy-, `JL ♪ |-/, Mskiinfnty.PH2n"
"4590940014","312969","10810","30 Mar 2019 11:01","35:02","2102","26-23","26,23","Radiant","Newbee","Newbee.SanSheng, Moogy, Waixi, Sccc,","EHOME","Ferrari_430, y`Maxine, END, XinQ, fattiger"
"4590932163","312967","10810","30 Mar 2019 11:00","19:31","1171","17-10","17,10","Radiant","Team Empire","Maden, sayuw, KingR, kostya, dream`","Virtus.pro","9pasha, No[o]ne, RAMZES666, Solo, RodjER"
"4590912408","312948","10810","30 Mar 2019 10:52","34:36","2076","19-26","19,26","Radiant","BOOM ID","Jhocam, Fibroez, Khezcute, _NinetyHearT_, TeravisuParkur","WarriorsGaming.Unity","Ohaiyo, ChYuaN, Felixciaoba, YamateH, Nikobaby"
"4590897816","312936","10810","30 Mar 2019 10:46","33:17","1997","34-13","34,13","Radiant","PSG.LGD","xNova, Chalice, fy, Somnus丶M, Ame","Royal","June, ddc, 圣子华炼, 897, Flyby"
"4590844750","312925","10810","30 Mar 2019 10:28","50:26","3026","35-35","35,35","Dire","Tigers","Dendi, 1437, Velo, Xepher, DifferentHeaven","Team EVOS","Whitemon, Vlaicu, Aville, inYourdreaM, Facehugger"
"4590786636","312935","10810","30 Mar 2019 10:11","34:22","2062","40-19","40,19","Radiant","KEEN GAMING","old eLeVeN, old chicken, kaka, --, dark","Royal Never Give Up","old LaNm, ah fu , Setsu, Monet, Srf"
"4590726505","312949","10810","30 Mar 2019 10:00","38:52","2332","19-36","19,36","Dire","Neon Esports","Marc, MetaCL.SKADI, rApy-, `JL ♪ |-/, Mskiinfnty.PH2n","Fnatic","iceiceice, Jabz, MP, DJ, Abed"
"4590720092","312936","10810","30 Mar 2019 09:57","28:16","1696","24-7","24,7","Radiant","Royal","June, ddc, 圣子华炼, 897, Flyby","PSG.LGD","xNova, Chalice, fy, Somnus丶M, Ame"
"4590715868","312948","10810","30 Mar 2019 09:56","32:45","1965","31-10","31,10","Radiant","WarriorsGaming.Unity","Ohaiyo, ChYuaN, Felixciaoba, YamateH, Nikobaby","BOOM ID","Jhocam, Fibroez, Khezcute, _NinetyHearT_, TeravisuParkur"
"4590674317","312924","10810","30 Mar 2019 09:43","57:42","3462","30-34","30,34","Radiant","TNC Predator","Gabbi, TIMS, Armel, Eyyou, Kuku","Mineski","kpii, ninjaboogie, Moon, Ahjit, raging-_-potato"
"4590653038","312925","10810","30 Mar 2019 09:39","24:52","1492","18-9","18,9","Radiant","Tigers","Dendi, 1437, Velo, Xepher, DifferentHeaven","Team EVOS","Whitemon, Vlaicu, Aville, inYourdreaM, Facehugger"
"4590642552","312927","10810","30 Mar 2019 09:36","38:54","2334","25-28","25,28","Radiant","Vici Gaming","Ori, Paparazi, Yang, Dy, Fade","Newbee","Newbee.SanSheng, Moogy, Waixi, Sccc,"
"4590560958","312936","10810","30 Mar 2019 09:15","17:41","1061","6-18","6,18","Dire","Royal","June, ddc, 圣子华炼, 897, Flyby","PSG.LGD","xNova, Chalice, fy, Somnus丶M, Ame"
"4590551693","312935","10810","30 Mar 2019 09:13","33:53","2033","20-27","20,27","Dire","KEEN GAMING","old eLeVeN, old chicken, kaka, --, dark","Royal Never Give Up","old LaNm, ah fu , Setsu, Monet, Srf"
"4590521199","312920","10810","30 Mar 2019 09:01","35:42","2142","32-28","32,28","Dire","Team Sincere","2Lei, Magi, Chaos;, Fair, Yuki.66","EHOME","Ferrari_430, y`Maxine, END, XinQ, fattiger"
"4590442024","312927","10810","30 Mar 2019 08:39","32:12","1932","9-27","9,27","Dire","Newbee","Newbee.SanSheng, Moogy, Waixi, Sccc,","Vici Gaming","Ori, Paparazi, Yang, Dy, Fade"
"4590438858","312925","10810","30 Mar 2019 08:37","34:40","2080","31-13","31,13","Radiant","Team EVOS","Whitemon, Vlaicu, Aville, inYourdreaM, Facehugger","Tigers","Dendi, 1437, Velo, Xepher, DifferentHeaven"
"4590410103","312924","10810","30 Mar 2019 08:32","42:40","2560","16-47","16,47","Dire","Mineski","kpii, ninjaboogie, Moon, Ahjit, raging-_-potato","TNC Predator","Gabbi, TIMS, Armel, Eyyou, Kuku"
"4590375281","312920","10810","30 Mar 2019 08:25","17:48","1068","19-9","19,9","Radiant","EHOME","Ferrari_430, y`Maxine, END, XinQ, fattiger","Team Sincere","2Lei, Magi, Chaos;, Fair, Yuki.66"
"4590369789","312892","10810","30 Mar 2019 08:24","37:56","2276","32-24","32,24","Radiant","Neon Esports","Marc, MetaCL.SKADI, rApy-, `JL ♪ |-/, Mskiinfnty.PH2n","BOOM ID","Jhocam, Fibroez, Khezcute, _NinetyHearT_, TeravisuParkur"
"4590323072","312882","10810","30 Mar 2019 08:08","29:24","1764","26-19","26,19","Radiant","PSG.LGD","xNova, Chalice, fy, Somnus丶M, Ame","Royal Never Give Up","old LaNm, ah fu , Setsu, Monet, Srf"
"4590242958","312885","10810","30 Mar 2019 07:43","33:12","1992","26-22","26,22","Dire","KEEN GAMING","old eLeVeN, old chicken, kaka, --, dark","Royal","June, ddc, 圣子华炼, 897, Flyby"
"4590185478","312880","10810","30 Mar 2019 07:25","28:45","1725","12-32","12,32","Dire","Team Sincere","2Lei, Magi, Chaos;, Fair, Yuki.66","Vici Gaming","Ori, Paparazi, Yang, Dy, Fade"
"4590169675","312892","10810","30 Mar 2019 07:28","26:25","1585","42-18","42,18","Radiant","Neon Esports","Marc, MetaCL.SKADI, rApy-, `JL ♪ |-/, Mskiinfnty.PH2n","BOOM ID","Jhocam, Fibroez, Khezcute, _NinetyHearT_, TeravisuParkur"
"4590124801","312881","10810","30 Mar 2019 07:11","19:24","1164","3-15","3,15","Dire","WarriorsGaming.Unity","Ohaiyo, ChYuaN, Felixciaoba, YamateH, Nikobaby","Fnatic","iceiceice, Jabz, MP, DJ, Abed"
"4590102954","312884","10810","30 Mar 2019 07:03","24:00","1440","12-36","12,36","Dire","Team EVOS","Whitemon, Vlaicu, Aville, inYourdreaM, Facehugger","TNC Predator","Gabbi, TIMS, Armel, Eyyou, Kuku"
"4590092480","312882","10810","30 Mar 2019 06:59","45:16","2716","23-25","23,25","Radiant","Royal Never Give Up","old LaNm, ah fu , Setsu, Monet, Srf","PSG.LGD","xNova, Chalice, fy, Somnus丶M, Ame"
"4590060522","312886","10810","30 Mar 2019 06:56","44:24","2664","29-29","29,29","Radiant","Mineski","kpii, ninjaboogie, Moon, Ahjit, raging-_-potato","Tigers","Dendi, 1437, Velo, Xepher, DifferentHeaven"
"4590058718","312888","10810","30 Mar 2019 06:47","31:28","1888","21-12","21,12","Radiant","Newbee","Newbee.SanSheng, Moogy, Waixi, Sccc,","EHOME","Ferrari_430, y`Maxine, END, XinQ, fattiger"
"4590050050","312885","10810","30 Mar 2019 06:46","35:01","2101","26-7","26,7","Radiant","KEEN GAMING","old eLeVeN, old chicken, kaka, --, dark","Royal","June, ddc, 圣子华炼, 897, Flyby"
"4590035044","312880","10810","30 Mar 2019 06:44","25:21","1521","33-21","33,21","Radiant","Vici Gaming","Ori, Paparazi, Yang, Dy, Fade","Team Sincere","2Lei, Magi, Chaos;, Fair, Yuki.66"
"4589896562","312892","10810","30 Mar 2019 06:04","40:49","2449","32-12","32,12","Radiant","BOOM ID","Jhocam, Fibroez, Khezcute, _NinetyHearT_, TeravisuParkur","Neon Esports","Marc, MetaCL.SKADI, rApy-, `JL ♪ |-/, Mskiinfnty.PH2n"
"4589894452","312885","10810","30 Mar 2019 05:58","22:57","1377","18-5","18,5","Radiant","Royal","June, ddc, 圣子华炼, 897, Flyby","KEEN GAMING","old eLeVeN, old chicken, kaka, --, dark"
"4589885000","312888","10810","30 Mar 2019 06:03","21:31","1291","5-24","5,24","Dire","EHOME","Ferrari_430, y`Maxine, END, XinQ, fattiger","Newbee","Newbee.SanSheng, Moogy, Waixi, Sccc,"
"4589881123","312886","10810","30 Mar 2019 05:59","29:58","1798","29-10","29,10","Radiant","Mineski","kpii, ninjaboogie, Moon, Ahjit, raging-_-potato","Tigers","Dendi, 1437, Velo, Xepher, DifferentHeaven"
"4589876253","312884","10810","30 Mar 2019 06:00","37:59","2279","13-35","13,35","Dire","Team EVOS","Whitemon, Vlaicu, Aville, inYourdreaM, Facehugger","TNC Predator","Gabbi, TIMS, Armel, Eyyou, Kuku"
"4589871238","312882","10810","30 Mar 2019 05:55","38:54","2334","27-24","27,24","Radiant","PSG.LGD","xNova, Chalice, fy, Somnus丶M, Ame","Royal Never Give Up","old LaNm, ah fu , Setsu, Monet, Srf"
"4589868980","312881","10810","30 Mar 2019 05:58","42:13","2533","32-41","32,41","Dire","WarriorsGaming.Unity","Ohaiyo, ChYuaN, Felixciaoba, YamateH, Nikobaby","Fnatic","iceiceice, Jabz, MP, DJ, Abed"
"4589864077","312880","10810","30 Mar 2019 06:00","25:28","1528","5-27","5,27","Dire","Vici Gaming","Ori, Paparazi, Yang, Dy, Fade","Team Sincere","2Lei, Magi, Chaos;, Fair, Yuki.66"
"4589048794","312748","10810","29 Mar 2019 10:15","35:23","2123","23-19","23,19","Radiant","Infamous Gaming","papita, Timado, oliver, Biver, MoOz","Gorillaz-Pride","Masoku, sl4d1n-, 13omb_Squad, Benjaz, Cool"
"4588924025","312748","10810","29 Mar 2019 09:02","46:54","2814","35-21","35,21","Radiant","Infamous Gaming","papita, Timado, oliver, Biver, MoOz","Gorillaz-Pride","Masoku, sl4d1n-, 13omb_Squad, Benjaz, Cool"
"4588917403","312729","10810","29 Mar 2019 08:58","52:00","3120","22-45","22,45","Dire","Demolition Boys","Accel, Sword, Scofield, Kotarō Hayama, J E I M A R I","Thunder Predator","Leostyle, Atun, Luu, Matthew,"
"4588839416","312729","10810","29 Mar 2019 08:25","09:35","575","11-1","11,1","Radiant","Thunder Predator","Leostyle, Atun, Luu, Matthew,","Demolition Boys","Accel, Sword, Scofield, Kotarō Hayama, J E I M A R I"
"4588722721","312671","10810","29 Mar 2019 07:28","27:24","1644","31-14","31,14","Radiant","Chaos Esports Club","Kingrd, w33, MISERY, hFn, tavo","Infamous Gaming","papita, Timado, oliver, Biver, MoOz"
"4588682521","312626","10810","29 Mar 2019 07:13","39:11","2351","17-44","17,44","Dire","OG","n0tail, JerAx, 7ckngMad, topson, ana","Team Liquid","MinD_ContRoL, MATUMBAMAN, KuroKy, GH, Miracle"
"4588680656","312670","10810","29 Mar 2019 07:12","33:35","2015","19-22","19,22","Dire","Thunder Predator","Leostyle, Atun, Luu, Matthew,","Butterfly Effec","4dr, LESLÃO, Thiolicor, M-GOD, Unknown"
"4588518510","312671","10810","29 Mar 2019 06:30","33:05","1985","28-17","28,17","Radiant","Chaos Esports Club","Kingrd, MISERY, hFn, tavo, 外号 外号外 号","Infamous Gaming","papita, Timado, oliver, Biver, MoOz"
"4588504245","312670","10810","29 Mar 2019 06:29","18:57","1137","18-6","18,6","Radiant","Butterfly Effec","4dr, LESLÃO, Thiolicor, M-GOD, Unknown","Thunder Predator","Leostyle, Atun, Luu, Matthew,"
"4588432372","312626","10810","29 Mar 2019 06:07","34:39","2079","23-34","23,34","Dire","Team Liquid","MinD_ContRoL, MATUMBAMAN, KuroKy, GH, Miracle","OG","n0tail, JerAx, 7ckngMad, topson, ana"
"4588207152","312618","10810","29 Mar 2019 05:07","33:45","2025","32-17","32,17","Radiant","Gambit Esports","Afoninje, AfterLife, Fng, Daxak, Immersion","Old but Gold","VANSKOR, Illidan, velheor, G, 633"
"4588156520","312612","10810","29 Mar 2019 04:53","30:07","1807","33-14","33,14","Radiant","Natus Vincere","Crystallize, SoNNeikO, Chuvash, MagicaL, Blizzy","Uvajenie.Hope","BLACKARXANGEL, chshrct, Bignum, Palantimos, Pikachu[ϟ]"
"4588053078","312626","10810","29 Mar 2019 04:29","1:05:04","3904","43-43","43,43","Dire","OG","n0tail, JerAx, 7ckngMad, topson, ana","Team Liquid","MinD_ContRoL, MATUMBAMAN, KuroKy, GH, Miracle"
"4587956955","312618","10810","29 Mar 2019 04:08","31:23","1883","20-17","20,17","Radiant","Gambit Esports","Afoninje, AfterLife, Fng, Daxak, Immersion","Old but Gold","VANSKOR, Illidan, velheor, G, 633"
"4587905708","312612","10810","29 Mar 2019 04:03","26:31","1591","17-17","17,17","Radiant","Natus Vincere","Crystallize, SoNNeikO, Chuvash, MagicaL, Blizzy","Uvajenie.Hope","BLACKARXANGEL, chshrct, Bignum, Palantimos, Pikachu[ϟ]"
"4587662007","312572","10810","29 Mar 2019 03:19","31:57","1917","14-26","14,26","Dire","Ninjas in Pyjamas","33, ppd, Fata, Ace, Saksa","Team Secret","zai, Puppey, YapzOr, MidOne, Nisha"
"4587377491","312542","10810","29 Mar 2019 02:38","32:13","1933","16-6","16,6","Radiant","Virtus.pro","9pasha, No[o]ne, RAMZES666, Solo, RodjER","Gambit Esports","Afoninje, AfterLife, Fng, Daxak, Immersion"
"4587366935","312543","10810","29 Mar 2019 02:32","48:54","2934","34-37","34,37","Dire","Natus Vincere","Crystallize, SoNNeikO, Chuvash, MagicaL, Blizzy","Team Empire","Maden, sayuw, KingR, kostya, dream`"
"4587342482","312572","10810","29 Mar 2019 02:30","24:01","1441","5-19","5,19","Dire","Ninjas in Pyjamas","33, ppd, Fata, Ace, Saksa","Team Secret","zai, Puppey, YapzOr, MidOne, Nisha"
"4587140075","312542","10810","29 Mar 2019 01:47","25:08","1508","23-7","23,7","Radiant","Virtus.pro","9pasha, No[o]ne, RAMZES666, Solo, RodjER","Gambit Esports","Afoninje, AfterLife, Fng, Daxak, Immersion"
"4587103324","312543","10810","29 Mar 2019 01:41","27:12","1632","23-7","23,7","Radiant","Natus Vincere","Crystallize, SoNNeikO, Chuvash, MagicaL, Blizzy","Team Empire","Maden, sayuw, KingR, kostya, dream`"
"4586839668","312543","10810","29 Mar 2019 12:31","46:23","2783","38-18","38,18","Radiant","Team Empire","Maden, sayuw, KingR, kostya, dream`","Natus Vincere","Crystallize, SoNNeikO, Chuvash, MagicaL, Blizzy"
"4586824661","312542","10810","29 Mar 2019 12:30","54:20","3260","32-28","32,28","Radiant","Gambit Esports","Afoninje, AfterLife, Fng, Daxak, Immersion","Virtus.pro","9pasha, No[o]ne, RAMZES666, Solo, RodjER"
"4585370666","312438","10810","29 Mar 2019 02:03","31:11","1871","28-6","28,6","Radiant","Infamous Gaming","papita, Timado, oliver, Biver, MoOz","Demolition Boys","Accel, Sword, Scofield, Kotarō Hayama, J E I M A R I"
"4585294181","312438","10810","29 Mar 2019 01:02","33:04","1984","28-28","28,28","Radiant","Demolition Boys","Accel, Sword, Scofield, Kotarō Hayama, J E I M A R I","Infamous Gaming","papita, Timado, oliver, Biver, MoOz"
"4585213959","312438","10810","29 Mar 2019 12:02","34:31","2071","26-15","26,15","Radiant","Infamous Gaming","papita, Timado, oliver, Biver, MoOz","Demolition Boys","Accel, Sword, Scofield, Kotarō Hayama, J E I M A R I"
"4585187361","312426","10810","28 Mar 2019 11:35","42:09","2529","17-35","17,35","Dire","Gorillaz-Pride","Masoku, sl4d1n-, 13omb_Squad, Benjaz, ??????????","Thunder Predator","Leostyle, Atun, Luu, Matthew,"
"4585128856","312375","10810","28 Mar 2019 10:51","21:22","1282","20-11","20,11","Radiant","Demolition Boys","Accel, Sword, Scofield, Kotarō Hayama, J E I M A R I","SG e-sports","nuages, mini-`, MahhxD, BL7K.Sexyfat, Golem"
"4585114909","312426","10810","28 Mar 2019 10:40","33:46","2026","33-19","33,19","Radiant","Thunder Predator","Leostyle, Atun, Luu, Matthew,","Gorillaz-Pride","Masoku, sl4d1n-, 13omb_Squad, Benjaz, ??????????"
"4585106284","312374","10810","28 Mar 2019 10:34","37:55","2275","36-10","36,10","Radiant","Butterfly Effec","4dr, LESLÃO, Thiolicor, M-GOD, Unknown","Infamous Gaming","papita, Timado, oliver, Biver, MoOz"
"4585034037","312375","10810","28 Mar 2019 09:44","38:57","2337","26-41","26,41","Dire","SG e-sports","nuages, mini-`, MahhxD, BL7K.Sexyfat, Golem","Demolition Boys","Accel, Sword, Scofield, Kotarō Hayama, J E I M A R I"
"4585020630","312374","10810","28 Mar 2019 09:33","31:39","1899","28-15","28,15","Radiant","Infamous Gaming","papita, Timado, oliver, Biver, MoOz","Butterfly Effec","4dr, LESLÃO, Thiolicor, M-GOD, Unknown"
"4585002665","312313","10810","28 Mar 2019 09:23","56:13","3373","36-41","36,41","Radiant","OG","n0tail, JerAx, 7ckngMad, topson, ana","The Final Tribe","Handsken, Xibbe, Era, Frost, Chessie"
"4584974369","312314","10810","28 Mar 2019 09:05","44:01","2641","31-39","31,39","Dire","Thunder Predator","Leostyle, Atun, Luu, Matthew,","Chaos Esports Club","Kingrd, w33, MISERY, hFn, tavo"
"4584957152","312334","10810","28 Mar 2019 08:54","46:55","2815","46-35","46,35","Radiant","Gorillaz-Pride","Masoku, sl4d1n-, 13omb_Squad, Benjaz, ??????????","Pacific Esports","Bichito, I´m Crazy ,sorry, Unknown, YaphetS, Wisper"
"4584939475","312324","10810","28 Mar 2019 08:48","44:30","2670","29-21","29,21","Radiant","Ninjas in Pyjamas","33, ppd, Fata, Ace, Saksa","Alliance","iNSaNiA, Boxi, qojqva, Madara, Taiga"
"4584926428","312375","10810","28 Mar 2019 08:40","35:02","2102","43-23","43,23","Radiant","SG e-sports","nuages, mini-`, MahhxD, BL7K.Sexyfat, Golem","Demolition Boys","Accel, Sword, Scofield, Kotarō Hayama, J E I M A R I"
"4584926234","312374","10810","28 Mar 2019 08:41","25:22","1522","32-9","32,9","Radiant","Butterfly Effec","4dr, LESLÃO, Thiolicor, M-GOD, Unknown","Infamous Gaming","papita, Timado, oliver, Biver, MoOz"
"4584903905","312313","10810","28 Mar 2019 08:25","30:49","1849","27-12","27,12","Radiant","OG","n0tail, JerAx, 7ckngMad, topson, ana","The Final Tribe","Handsken, Xibbe, Era, Frost, Chessie"
"4584872730","312314","10810","28 Mar 2019 08:09","37:55","2275","28-23","28,23","Radiant","Thunder Predator","Leostyle, Atun, Luu, Matthew,","Chaos Esports Club","Kingrd, w33, MISERY, hFn, tavo"
"4584841175","312334","10810","28 Mar 2019 07:53","35:52","2152","30-49","30,49","Dire","Pacific Esports","Bichito, I´m Crazy ,sorry, Unknown, YaphetS, Wisper","Gorillaz-Pride","Masoku, sl4d1n-, 13omb_Squad, Benjaz, ??????????"
"4584812820","312324","10810","28 Mar 2019 07:40","38:39","2319","18-26","18,26","Dire","Alliance","iNSaNiA, Boxi, qojqva, Madara, Taiga","Ninjas in Pyjamas","33, ppd, Fata, Ace, Saksa"
"4584787600","312314","10810","28 Mar 2019 07:26","17:12","1032","23-7","23,7","Radiant","Chaos Esports Club","Kingrd, w33, MISERY, hFn, tavo","Thunder Predator","Leostyle, Atun, Luu, Matthew,"
"4584779347","312313","10810","28 Mar 2019 07:22","40:13","2413","28-15","28,15","Radiant","The Final Tribe","Handsken, Xibbe, Era, Frost, Chessie","OG","n0tail, JerAx, 7ckngMad, topson, ana"
"4584751884","312235","10810","28 Mar 2019 07:09","36:24","2184","45-19","45,19","Radiant","Infamous Gaming","papita, Timado, oliver, Biver, MoOz","SG e-sports","nuages, mini-`, MahhxD, BL7K.Sexyfat, Golem"
"4584750062","312250","10810","28 Mar 2019 07:07","43:02","2582","32-15","32,15","Radiant","Gambit Esports","Afoninje, AfterLife, Fng, Daxak, Immersion","Uvajenie.Hope","BLACKARXANGEL, chshrct, Bignum, Palantimos, Pikachu[ϟ]"
"4584700245","312240","10810","28 Mar 2019 06:46","31:58","1918","36-19","36,19","Radiant","Butterfly Effec","4dr, LESLÃO, Thiolicor, M-GOD, Unknown","Demolition Boys","Accel, Sword, Scofield, Kotarō Hayama, J E I M A R I"
"4584682837","312251","10810","28 Mar 2019 06:38","27:34","1654","35-18","35,18","Radiant","Team Empire","Maden, sayuw, KingR, kostya, dream`","Old but Gold","VANSKOR, Illidan, velheor, G, 633"
"4584636869","312219","10810","28 Mar 2019 06:19","33:50","2030","14-8","14,8","Radiant","Team Liquid","MinD_ContRoL, MATUMBAMAN, KuroKy, GH, Miracle","Ninjas in Pyjamas","33, ppd, Fata, Ace, Saksa"
"4584615963","312243","10810","28 Mar 2019 06:07","45:34","2734","45-26","45,26","Radiant","Thunder Predator","Leostyle, Atun, Luu, Matthew,","Gorillaz-Pride","Masoku, sl4d1n-, 13omb_Squad, Benjaz, ??????????"
"4584611165","312235","10810","28 Mar 2019 06:05","38:30","2310","20-22","20,22","Radiant","SG e-sports","nuages, mini-`, MahhxD, BL7K.Sexyfat, Golem","Infamous Gaming","papita, Timado, oliver, Biver, MoOz"
"4584586131","312240","10810","28 Mar 2019 05:54","27:52","1672","16-30","16,30","Dire","Butterfly Effec","4dr, LESLÃO, Thiolicor, M-GOD, Unknown","Demolition Boys","Accel, Sword, Scofield, Kotarō Hayama, J E I M A R I"
"4584565112","312232","10810","28 Mar 2019 05:47","22:30","1350","34-14","34,14","Radiant","Chaos Esports Club","Kingrd, w33, MISERY, hFn, tavo","Pacific Esports","Bichito, I´m Crazy ,sorry, Unknown, YaphetS, Wisper"
"4584546554","312192","10810","28 Mar 2019 05:40","56:24","3384","21-45","21,45","Dire","SexyAsFuck","Skylark, SsaSpartan, ThuG, ntakii, Focus","The Final Tribe","Handsken, Xibbe, Era, Frost, Chessie"
"4584522259","312224","10810","28 Mar 2019 05:33","30:59","1859","33-11","33,11","Radiant","Alliance","iNSaNiA, Boxi, qojqva, Madara, Taiga","Goblin Legs","Buugi, Syuuu, Qupe, Peksu, Shisui"
"4584507526","312251","10810","28 Mar 2019 05:27","44:43","2683","48-29","48,29","Radiant","Team Empire","Maden, sayuw, KingR, kostya, dream`","Old but Gold","VANSKOR, Illidan, velheor, G, 633"
"4584507058","312250","10810","28 Mar 2019 05:26","1:05:13","3913","32-32","32,32","Dire","Uvajenie.Hope","BLACKARXANGEL, chshrct, Bignum, Palantimos, Pikachu[ϟ]","Gambit Esports","Afoninje, AfterLife, Fng, Daxak, Immersion"
"4584496843","312219","10810","28 Mar 2019 05:22","27:50","1670","11-24","11,24","Dire","Team Liquid","MinD_ContRoL, MATUMBAMAN, KuroKy, GH, Miracle","Ninjas in Pyjamas","33, ppd, Fata, Ace, Saksa"
"4584468447","312240","10810","28 Mar 2019 05:11","18:42","1122","5-19","5,19","Dire","Demolition Boys","Kotarō.sr4ever, Accel, Sword, Scofield, J E I M A R I","Butterfly Effec","4dr, LESLÃO, Thiolicor, M-GOD, Unknown"
"4584456445","312243","10810","28 Mar 2019 05:08","38:11","2291","36-9","36,9","Radiant","Thunder Predator","Leostyle, Atun, Luu, Matthew,","Gorillaz-Pride","Masoku, sl4d1n-, 13omb_Squad, Benjaz, ??????????"
"4584423951","312235","10810","28 Mar 2019 05:00","32:47","1967","37-17","37,17","Radiant","Infamous Gaming","papita, Timado, oliver, Biver, MoOz","SG e-sports","nuages, mini-`, MahhxD, BL7K.Sexyfat, Golem"
"4584417463","312232","10810","28 Mar 2019 04:59","26:41","1601","40-15","40,15","Radiant","Chaos Esports Club","Kingrd, w33, MISERY, hFn, tavo","Pacific Esports","Bichito, I´m Crazy ,sorry, Unknown, YaphetS, Wisper"
"4584333983","312224","10810","28 Mar 2019 04:30","33:01","1981","34-7","34,7","Radiant","Alliance","iNSaNiA, Boxi, qojqva, Madara, Taiga","Goblin Legs","Buugi, Syuuu, Qupe, Peksu, Shisui"
"4584317000","312161","10810","28 Mar 2019 04:25","32:26","1946","40-17","40,17","Radiant","Natus Vincere","Crystallize, SoNNeikO, Chuvash, MagicaL, Blizzy","Uvajenie.Hope","BLACKARXANGEL, chshrct, Bignum, Palantimos, Pikachu[ϟ]"
"4584315256","312219","10810","28 Mar 2019 04:29","22:50","1370","24-3","24,3","Radiant","Team Liquid","MinD_ContRoL, MATUMBAMAN, KuroKy, GH, Miracle","Ninjas in Pyjamas","33, ppd, Fata, Ace, Saksa"
"4584315006","312192","10810","28 Mar 2019 04:27","45:34","2734","18-33","18,33","Dire","SexyAsFuck","Skylark, SsaSpartan, ThuG, ntakii, Focus","The Final Tribe","Handsken, Xibbe, Era, Frost, Chessie"
"4584291316","312189","10810","28 Mar 2019 04:18","52:53","3173","30-35","30,35","Dire","OG","n0tail, JerAx, 7ckngMad, topson, ana","Team Secret","zai, Puppey, YapzOr, MidOne, Nisha"
"4584260390","312171","10810","28 Mar 2019 04:20","22:45","1365","34-8","34,8","Radiant","Old but Gold","VANSKOR, Illidan, velheor, G, 633","CM19ESji","Nίx, Misha, iLTW, Unknown, Save- lft 4"
"4584025940","312170","10810","28 Mar 2019 03:30","32:27","1947","35-21","35,21","Radiant","Virtus.pro","9pasha, No[o]ne, RAMZES666, Solo, RodjER","Team Empire","Maden, sayuw, KingR, kostya, dream`"
"4584003116","312171","10810","28 Mar 2019 03:16","29:56","1796","38-9","38,9","Radiant","Old but Gold","VANSKOR, Illidan, velheor, G, 633","CM19ESji","Nίx, Misha, iLTW, Unknown, Save- lft 4"
"4583998011","312192","10810","28 Mar 2019 03:14","49:10","2950","17-19","17,19","Radiant","SexyAsFuck","Skylark, SsaSpartan, ThuG, ntakii, Focus","The Final Tribe","Handsken, Xibbe, Era, Frost, Chessie"
"4583992900","312141","10810","28 Mar 2019 03:16","27:18","1638","32-3","32,3","Radiant","Ninjas in Pyjamas","33, ppd, Fata, Ace, Saksa","Goblin Legs","Buugi, Syuuu, Qupe, Peksu, Shisui"
"4583990277","312189","10810","28 Mar 2019 03:13","40:55","2455","45-11","45,11","Radiant","Team Secret","zai, Puppey, YapzOr, MidOne, Nisha","OG","n0tail, JerAx, 7ckngMad, topson, ana"
"4583971219","312161","10810","28 Mar 2019 03:10","50:35","3035","26-30","26,30","Dire","Natus Vincere","Crystallize, SoNNeikO, Chuvash, MagicaL, Blizzy","Uvajenie.Hope","BLACKARXANGEL, chshrct, Bignum, Palantimos, Pikachu[ϟ]"
"4583872244","312139","10810","28 Mar 2019 02:50","32:52","1972","15-29","15,29","Dire","Alliance","iNSaNiA, Boxi, qojqva, Madara, Taiga","Team Liquid","MinD_ContRoL, MATUMBAMAN, KuroKy, GH, Miracle"
"4583865551","312160","10810","28 Mar 2019 02:49","31:19","1879","45-13","45,13","Radiant","Gambit Esports","Afoninje, AfterLife, Fng, Daxak, Immersion","FlyToMoon","ALWAYSWANNAFLY, Nofear, .Ark, yoky-, Iceberg"
"4583699904","312171","10810","28 Mar 2019 02:23","29:06","1746","23-38","23,38","Dire","Old but Gold","VANSKOR, Illidan, velheor, G, 633","CM19ESji","Nίx, Misha, iLTW, Unknown, Save- lft 4"
"4583692247","312170","10810","28 Mar 2019 02:21","34:00","2040","21-37","21,37","Dire","Team Empire","Maden, sayuw, KingR, kostya, dream`","Virtus.pro","9pasha, No[o]ne, RAMZES666, Solo, RodjER"
"4583611843","312141","10810","28 Mar 2019 02:08","37:28","2248","36-17","36,17","Radiant","Goblin Legs","Buugi, Syuuu, Qupe, Peksu, Shisui","Ninjas in Pyjamas","33, ppd, Fata, Ace, Saksa"
"4583581680","312146","10810","28 Mar 2019 02:02","21:04","1264","27-7","27,7","Radiant","OG","n0tail, JerAx, 7ckngMad, topson, ana","SexyAsFuck","Skylark, SsaSpartan, ThuG, ntakii, Focus"
